<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.11	16:00:00	1.51648	1.52295	1.51646	1.52159	38928	37437717000	11
2015.12.11	20:00:00	1.52159	1.52391	1.52110	1.52226	16794	14908024000	11
2015.12.14	00:00:00	1.52245	1.52300	1.51791	1.51979	12039	11070818000	11
2015.12.14	04:00:00	1.51979	1.52011	1.51812	1.51969	13682	12075600000	11
2015.12.14	08:00:00	1.51969	1.51981	1.51432	1.51682	25941	23976317000	11
2015.12.14	12:00:00	1.51682	1.51780	1.51070	1.51395	32887	33895942000	11
2015.12.14	16:00:00	1.51394	1.51544	1.51147	1.51425	37725	38762415000	11
2015.12.14	20:00:00	1.51424	1.51575	1.51282	1.51394	13459	13960050000	11
2015.12.15	00:00:00	1.51405	1.51845	1.51397	1.51584	12630	10378737000	11
2015.12.15	04:00:00	1.51585	1.51713	1.51531	1.51687	11169	9178434000	11
2015.12.15	08:00:00	1.51687	1.51752	1.51358	1.51581	26996	23483608000	11
2015.12.15	12:00:00	1.51579	1.51684	1.51311	1.51644	29701	29533510000	11
2015.12.15	16:00:00	1.51641	1.51839	1.50324	1.50550	33918	34045567000	11
2015.12.15	20:00:00	1.50550	1.50664	1.50288	1.50350	15519	15348880000	11
2015.12.16	00:00:00	1.50350	1.50493	1.50313	1.50437	11521	8313834000	11
2015.12.16	04:00:00	1.50438	1.50571	1.50433	1.50495	10525	8841560000	11
2015.12.16	08:00:00	1.50494	1.50552	1.49872	1.50202	26028	23013766000	11
2015.12.16	12:00:00	1.50196	1.50366	1.49898	1.50246	33217	34264577000	11
2015.12.16	16:00:00	1.50246	1.50497	1.49974	1.50099	31625	30370380000	11
2015.12.16	20:00:00	1.50098	1.50984	1.49588	1.49998	39623	34780807000	11
2015.12.17	00:00:00	1.49964	1.50030	1.49575	1.49593	15178	11754741000	0
2015.12.17	04:00:00	1.49595	1.49632	1.49221	1.49512	16518	14875608000	11
2015.12.17	08:00:00	1.49513	1.50084	1.49188	1.49574	28812	27160353000	11
2015.12.17	12:00:00	1.49574	1.49622	1.49070	1.49218	25339	25228962000	11
2015.12.17	16:00:00	1.49218	1.49373	1.48645	1.48921	35388	36064709000	11
2015.12.17	20:00:00	1.48917	1.49027	1.48752	1.48975	15279	15629360000	11
2015.12.18	00:00:00	1.48933	1.49288	1.48933	1.49048	10341	7163139000	11
2015.12.18	04:00:00	1.49048	1.49296	1.48854	1.49288	18698	13910412000	11
2015.12.18	08:00:00	1.49289	1.49495	1.48961	1.49226	27267	25569222000	11
2015.12.18	12:00:00	1.49225	1.49374	1.48907	1.48947	26019	26360147000	11
2015.12.18	16:00:00	1.48945	1.49238	1.48851	1.48959	29802	30506255000	11
2015.12.18	20:00:00	1.48959	1.49243	1.48864	1.48867	14287	12650615000	11
2015.12.21	00:00:00	1.48905	1.49196	1.48843	1.49163	10874	6983907000	11
2015.12.21	04:00:00	1.49162	1.49202	1.49094	1.49167	9026	7794657000	11
2015.12.21	08:00:00	1.49167	1.49289	1.48928	1.49065	20542	20141300000	11
2015.12.21	12:00:00	1.49064	1.49207	1.48845	1.49093	25645	25108926000	11
2015.12.21	16:00:00	1.49092	1.49221	1.48770	1.48827	32283	32420417000	11
2015.12.21	20:00:00	1.48835	1.48934	1.48788	1.48815	14515	14169349000	11
2015.12.22	00:00:00	1.48808	1.48984	1.48798	1.48911	15644	11243242000	11
2015.12.22	04:00:00	1.48910	1.48916	1.48781	1.48860	11692	8250591000	11
2015.12.22	08:00:00	1.48860	1.49074	1.48819	1.48879	21128	19947087000	11
2015.12.22	12:00:00	1.48878	1.48974	1.48594	1.48622	28366	29429542000	11
2015.12.22	16:00:00	1.48621	1.48641	1.48063	1.48190	28098	27101909000	11
2015.12.22	20:00:00	1.48190	1.48271	1.48050	1.48256	10478	10818835000	11
2015.12.23	00:00:00	1.48228	1.48296	1.48181	1.48275	8596	5452958000	11
2015.12.23	04:00:00	1.48275	1.48472	1.48257	1.48454	7801	5450646000	11
2015.12.23	08:00:00	1.48454	1.48598	1.48306	1.48448	23939	21549304000	11
2015.12.23	12:00:00	1.48448	1.49000	1.48426	1.48877	29928	30847142000	11
2015.12.23	16:00:00	1.48877	1.48927	1.48562	1.48784	24442	22251309000	11
2015.12.23	20:00:00	1.48784	1.48818	1.48539	1.48693	12745	10491139000	11
2015.12.24	00:00:00	1.48679	1.48856	1.48441	1.48829	8106	5485333000	0
2015.12.24	04:00:00	1.48829	1.48878	1.48744	1.48757	7595	4117596000	9
2015.12.24	08:00:00	1.48757	1.49105	1.48688	1.48908	18419	16885487000	10
2015.12.24	12:00:00	1.48908	1.49369	1.48865	1.49144	22450	21396440000	8
2015.12.24	16:00:00	1.49144	1.49438	1.49082	1.49406	12239	8657929000	7
2015.12.28	00:00:00	1.49008	1.49339	1.49001	1.49196	8745	6946827000	11
2015.12.28	04:00:00	1.49197	1.49254	1.49167	1.49225	5299	3829790000	11
2015.12.28	08:00:00	1.49225	1.49315	1.49060	1.49266	18296	15893886000	11
